method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class
GET,/api/t7eetmyh96jn.html,,0,0,0,0,0,0,good
GET,/api,,0,0,0,0,0,0,good
GET,/api/admin/,,0,0,0,0,0,0,good
GET,/api/account,,0,0,0,0,0,0,good
GET,/api/logout,,0,0,0,0,0,0,good
GET,/api/logout,,0,0,0,0,0,0,good
GET,/api/feedback/s4grgr0whqj1,,0,0,0,0,0,0,good
GET,/api/feedback,,0,0,0,0,0,0,good
GET,/api/account/dwtqb981gyir.html,,0,0,0,0,0,0,good
GET,/api/t7eetmyh96jn.jsp,,0,0,0,0,0,0,good
GET,/api/admin/changePassword,,0,0,0,0,0,0,good
POST,/api/admin/changePassword,"{""username"":""jdoe"",""password1"":""Th1s!sz3nu3Passv0rd"",""password2"":""Th1s!sz3nu3Passv0rd""}",0,12,0,0,0,0,good
GET,/api/feedback/submit,,0,0,0,0,0,0,good
GET,/api/admin/mnfmwq797euj.jsp,,0,0,0,0,0,0,good
GET,/api/account/,,0,0,0,0,0,0,good
GET,/api/account/dwtqb981gyir,,0,0,0,0,0,0,good
GET,/api/account/dwtqb981gyir.php,,0,0,0,0,0,0,good
GET,/api/account,,0,0,0,0,0,0,good
GET,/api/admin/mnfmwq797euj.php,,0,0,0,0,0,0,good
GET,/api/admin,,0,0,0,0,0,0,good
GET,/api/,,0,0,0,0,0,0,good
GET,/api/feedback/,,0,0,0,0,0,0,good
POST,/api/login,"{""username"":""jsmith"",""password"":""demo1234""}",0,8,0,0,0,0,good
GET,/api/account/test,,0,0,0,0,0,0,good
GET,/api/account,,0,0,0,0,0,0,good
GET,/api/admin/,,0,0,0,0,0,0,good
GET,/api/admin/mnfmwq797euj,,0,0,0,0,0,0,good
GET,/api/admin/mnfmwq797euj.html,,0,0,0,0,0,0,good
POST,/api/account/test/transactions,"{""startDate"":""2012-03-12"",""endDate"":""2012-03-17""}",0,8,0,0,0,0,good
POST,/api/transfer,"{""toAccount"":""800002"",""fromAccount"":""800003"",""transferAmount"":""200""}",0,12,0,0,0,0,good
GET,/api/feedback/test,,0,0,0,0,0,0,good
GET,/api/,,0,0,0,0,0,0,good
GET,/api/account/,,0,0,0,0,0,0,good
GET,/api/admin/,,0,0,0,0,0,0,good
GET,/api/account/,,0,0,0,0,0,0,good
GET,/api/admin/,,0,0,0,0,0,0,good
GET,/util/serverStatusCheckService.jsp?HostName=AltoroMutual,,0,0,0,0,0,0,good
GET,/search.jsp?query=,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_jobs.htm&job=ExecutiveAssistant:Administration,,0,0,0,0,0,0,good
GET,/index.jsp?content=pr/20061109.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_benefits.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_investor.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_about.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=business_cards.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=personal_investments.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_contact.htm,,0,0,0,0,0,0,good
POST,/doLogin,"------------YWJkMTQzNDcw
Content-Disposition: form-data; name=""uid""

QkShNEKr
------------YWJkMTQzNDcw
Content-Disposition: form-data; name=""passw""

u]H[ww6KrA9F.x-F
------------YWJkMTQzNDcw--",0,4,19,0,4,1,good
GET,/disclaimer.htm?url=http://www.netscape.com,,0,0,0,0,0,0,good
GET,/default.jsp?content=security.htm,,0,0,0,0,0,0,good
POST,/api/login,"{""username"":""jsmith"",""password"":""demo1234""}",0,8,0,0,0,0,good
GET,/,,0,0,0,0,0,0,good
GET,/admin/,,0,0,0,0,0,0,good
GET,/images/,,0,0,0,0,0,0,good
GET,/util/serverStatusCheckService.jsp,,0,0,0,0,0,0,good
GET,/doSubscribe,,0,0,0,0,0,0,good
GET,/my%20documents/,,0,0,0,0,1,0,good
POST,/api/feedback/submit,,0,0,0,0,0,0,good
GET,/high_yield_investments.htm,,0,0,0,0,0,0,good
GET,/my%20documents/JohnSmith/,,0,0,0,0,1,0,good
GET,/api/feedback/,,0,0,0,0,0,0,good
GET,/api/account/,,0,0,0,0,0,0,good
GET,/api/login,,0,0,0,0,0,0,good
GET,/Privacypolicy.jsp,,0,0,0,0,0,0,good
GET,/login.jsp,,0,0,0,0,0,0,good
GET,/search.jsp?query=1,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_jobs.htm&job=MortgageLendingAccountExecutive:Sales,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_jobs.htm&job=LoyaltyMarketingProgramManager:Marketing,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_jobs.htm&job=CustomerServiceRepresentative:CustomerService,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_jobs.htm&job=Teller:ConsumaerBanking,,0,0,0,0,0,0,good
GET,/index.jsp?content=pr/20061005.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=privacy.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_careers.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_press.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=business_retirement.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=personal_other.htm,,0,0,0,0,0,0,good
POST,/doSubscribe,btnSubmit=&txtEmail=testing%40example.com,0,0,0,0,0,0,good
POST,/doSubscribe,btnSubmit=Subscribe&txtEmail=testing%40example.com,0,0,0,0,0,0,good
GET,/disclaimer.htm?url=http://www.microsoft.com,,0,0,0,0,0,0,good
POST,/api/account/test/transactions,"{""startDate"":""2012-03-12"",""endDate"":""2012-03-17""}",0,8,0,0,0,0,good
GET,/api/account/test,,0,0,0,0,0,0,good
GET,/pr/,,0,0,0,0,0,0,good
GET,/my%20documents/JohnSmith/Bank%20Site%20Documents/grouplife.htm,,0,0,0,0,3,0,good
POST,/api/admin/addUser,,0,0,0,0,0,0,good
GET,/swagger/properties.json,,0,0,0,0,0,0,good
GET,/security.htm,,0,0,0,0,0,0,good
GET,/swagger/,,0,0,0,0,0,0,good
GET,/api/logout,,0,0,0,0,0,0,good
GET,/subscribe.jsp,,0,0,0,0,0,0,good
GET,/survey_questions.jsp,,0,0,0,0,0,0,good
GET,/survey_questions.jsp?step=b,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_jobs.htm&job=OperationalRiskManager:RiskManagement,,0,0,0,0,0,0,good
GET,/index.jsp?content=pr/20060921.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_community.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_internships.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=security.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=personal_checking.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=business.htm,,0,0,0,0,0,0,good
POST,/sendFeedback,,0,0,0,0,0,0,good
POST,/doLogin,,0,0,0,0,0,0,good
POST,/doSubscribe,,0,0,0,0,0,0,good
GET,/altoro/,,0,0,0,0,0,0,good
GET,/disclaimer.htm,,0,0,0,0,0,0,good
GET,/api/account,,0,0,0,0,0,0,good
GET,/api/admin/,,0,0,0,0,0,0,good
GET,/default.jsp,,0,0,0,0,0,0,good
GET,/index.jsp,,0,0,0,0,0,0,good
GET,/login.jsp,,0,0,0,0,0,0,good
GET,/index.jsp?content=pr/20060928.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_trainee.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=business_other.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=personal.htm,,0,0,0,0,0,0,good
POST,/doLogin,btnSubmit=&passw=u]H[ww6KrA9F.x-F&uid=1,0,0,0,0,0,1,good
POST,/api/transfer,"{""toAccount"":""800002"",""fromAccount"":""800003"",""transferAmount"":""200""}",0,12,0,0,0,0,good
GET,/api/login,,0,0,0,0,0,0,good
POST,/api/admin/changePassword,"{""username"":""jdoe"",""password1"":""Th1s!sz3nu3Passv0rd"",""password2"":""Th1s!sz3nu3Passv0rd""}",0,12,0,0,0,0,good
GET,/util/,,0,0,0,0,0,0,good
GET,/doLogin,,0,0,0,0,0,0,good
POST,/api/admin/changePassword,,0,0,0,0,0,0,good
POST,/api/transfer,,0,0,0,0,0,0,good
GET,/feedback.jsp,,0,0,0,0,0,0,good
GET,/Privacypolicy.jsp?sec=Careers&template=US,,0,0,0,0,0,0,good
GET,/index.jsp?content=inside_jobs.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=personal_cards.htm,,0,0,0,0,0,0,good
POST,/api/feedback/submit,"{""name"":""J Smith"",""email"":""jsmtih@altoromutual.com"",""subject"":""Amazing web design"",""message"":""I like the new look of your applicaiton""}",0,16,0,0,10,0,good
GET,/api/account,,0,0,0,0,0,0,good
GET,/altoro/images/,,0,0,0,0,0,0,good
POST,/api/login,,0,0,0,0,0,0,good
POST,/sendFeedback,cfile=comments.txt&comments=555&email_addr=testing%40example.com&name=QkShNEKr&subject=1&submit=%20Submit%20,0,0,0,0,2,0,good
GET,/index.jsp?content=personal_savings.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=business_lending.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=business_deposit.htm,,0,0,0,0,0,0,good
POST,/doSubscribe,"------------YWJkMTQzNDcw
Content-Disposition: form-data; name=""txtEmail""

testing@example.com
------------YWJkMTQzNDcw--",0,2,13,0,2,0,good
POST,/api/account/,,0,0,0,0,0,0,good
GET,/search.jsp,,0,0,0,0,0,0,good
GET,/survey_questions.jsp?step=a,,0,0,0,0,0,0,good
GET,/index.jsp?content=personal_loans.htm,,0,0,0,0,0,0,good
GET,/swagger/index.html,,0,0,0,0,0,0,good
GET,/search.jsp?query=the,,0,0,0,0,0,0,good
GET,/index.jsp?content=business_insurance.htm,,0,0,0,0,0,0,good
GET,/index.jsp?content=personal_deposit.htm,,0,0,0,0,0,0,good
POST,/api/admin/addUser,"{""firstname"":""Bilbo"",""lastname"":""Baggins"",""username"":""bilbob"",""password1"":""S3l3ctS0methingStr0ng5AsP@ssword"",""password2"":""S3l3ctS0methingStr0ng5AsP@ssword""}",0,20,0,0,0,0,good
GET,/sendFeedback,,0,0,0,0,0,0,good
POST,/doLogin,btnSubmit=Login&passw=u]H[ww6KrA9F.x-F&uid=QkShNEKr,0,0,0,0,0,1,good
POST,/api/login,"{
  ""username"": ""jsmith"",
  ""password"": ""demo1234""
}",0,8,0,0,6,0,good
GET,/api/,,0,0,0,0,0,0,good
GET,/status_check.jsp,,0,0,0,0,0,0,good
GET,/,,0,0,0,0,0,0,good
GET,/,,0,0,0,0,0,0,good
GET,/zbDOvmt2wG1FsAcV,,0,0,0,0,0,0,good
GET,/?xyDH={KrHh}&ZSXW=<>,,0,0,0,0,0,0,good
GET,/CxpVI65p,,0,0,0,0,0,0,good
POST,/graphql,"{""operationName"":""IntrospectionQuery"",""variables"":{},""query"":""query IntrospectionQuery { __schema { queryType { name } mutationType { name } types { ...FullType }  }} fragment FullType on __Type { kind name description fields(includeDeprecated: false) { name description args { ...InputValue } type { ...TypeRef } } inputFields { ...InputValue } interfaces { ...TypeRef } enumValues(includeDeprecated: false) { name description } possibleTypes { ...TypeRef }} fragment InputValue on __InputValue { name description type { ...TypeRef } defaultValue} fragment TypeRef on __Type { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name } } } } } } }}""}",0,10,0,2,112,0,good
POST,/,"{""operationName"":""IntrospectionQuery"",""variables"":{},""query"":""query IntrospectionQuery { __schema { queryType { name } mutationType { name } types { ...FullType }  }} fragment FullType on __Type { kind name description fields(includeDeprecated: false) { name description args { ...InputValue } type { ...TypeRef } } inputFields { ...InputValue } interfaces { ...TypeRef } enumValues(includeDeprecated: false) { name description } possibleTypes { ...TypeRef }} fragment InputValue on __InputValue { name description type { ...TypeRef } defaultValue} fragment TypeRef on __Type { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name } } } } } } }}""}",0,10,0,2,112,0,good
POST,/graphiql,"{""operationName"":""IntrospectionQuery"",""variables"":{},""query"":""query IntrospectionQuery { __schema { queryType { name } mutationType { name } types { ...FullType }  }} fragment FullType on __Type { kind name description fields(includeDeprecated: false) { name description args { ...InputValue } type { ...TypeRef } } inputFields { ...InputValue } interfaces { ...TypeRef } enumValues(includeDeprecated: false) { name description } possibleTypes { ...TypeRef }} fragment InputValue on __InputValue { name description type { ...TypeRef } defaultValue} fragment TypeRef on __Type { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name } } } } } } }}""}",0,10,0,2,112,0,good
POST,/gql,"{""operationName"":""IntrospectionQuery"",""variables"":{},""query"":""query IntrospectionQuery { __schema { queryType { name } mutationType { name } types { ...FullType }  }} fragment FullType on __Type { kind name description fields(includeDeprecated: false) { name description args { ...InputValue } type { ...TypeRef } } inputFields { ...InputValue } interfaces { ...TypeRef } enumValues(includeDeprecated: false) { name description } possibleTypes { ...TypeRef }} fragment InputValue on __InputValue { name description type { ...TypeRef } defaultValue} fragment TypeRef on __Type { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name } } } } } } }}""}",0,10,0,2,112,0,good
POST,/index.php?graphql,"{""operationName"":""IntrospectionQuery"",""variables"":{},""query"":""query IntrospectionQuery { __schema { queryType { name } mutationType { name } types { ...FullType }  }} fragment FullType on __Type { kind name description fields(includeDeprecated: false) { name description args { ...InputValue } type { ...TypeRef } } inputFields { ...InputValue } interfaces { ...TypeRef } enumValues(includeDeprecated: false) { name description } possibleTypes { ...TypeRef }} fragment InputValue on __InputValue { name description type { ...TypeRef } defaultValue} fragment TypeRef on __Type { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name } } } } } } }}""}",0,10,0,2,112,0,good
POST,/v1/graphql,"{""operationName"":""IntrospectionQuery"",""variables"":{},""query"":""query IntrospectionQuery { __schema { queryType { name } mutationType { name } types { ...FullType }  }} fragment FullType on __Type { kind name description fields(includeDeprecated: false) { name description args { ...InputValue } type { ...TypeRef } } inputFields { ...InputValue } interfaces { ...TypeRef } enumValues(includeDeprecated: false) { name description } possibleTypes { ...TypeRef }} fragment InputValue on __InputValue { name description type { ...TypeRef } defaultValue} fragment TypeRef on __Type { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name } } } } } } }}""}",0,10,0,2,112,0,good
POST,/v2/graphql,"{""operationName"":""IntrospectionQuery"",""variables"":{},""query"":""query IntrospectionQuery { __schema { queryType { name } mutationType { name } types { ...FullType }  }} fragment FullType on __Type { kind name description fields(includeDeprecated: false) { name description args { ...InputValue } type { ...TypeRef } } inputFields { ...InputValue } interfaces { ...TypeRef } enumValues(includeDeprecated: false) { name description } possibleTypes { ...TypeRef }} fragment InputValue on __InputValue { name description type { ...TypeRef } defaultValue} fragment TypeRef on __Type { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name } } } } } } }}""}",0,10,0,2,112,0,good
GET,/,,0,0,0,0,0,0,good
GET,/rzhak8vap0ln,,0,0,0,0,0,0,good
GET,/rzhak8vap0ln.html,,0,0,0,0,0,0,good
GET,/rzhak8vap0ln.jsp,,0,0,0,0,0,0,good
POST,/v3/graphql,"{""operationName"":""IntrospectionQuery"",""variables"":{},""query"":""query IntrospectionQuery { __schema { queryType { name } mutationType { name } types { ...FullType }  }} fragment FullType on __Type { kind name description fields(includeDeprecated: false) { name description args { ...InputValue } type { ...TypeRef } } inputFields { ...InputValue } interfaces { ...TypeRef } enumValues(includeDeprecated: false) { name description } possibleTypes { ...TypeRef }} fragment InputValue on __InputValue { name description type { ...TypeRef } defaultValue} fragment TypeRef on __Type { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name } } } } } } }}""}",0,10,0,2,112,0,good
POST,/v1/graphiql,"{""operationName"":""IntrospectionQuery"",""variables"":{},""query"":""query IntrospectionQuery { __schema { queryType { name } mutationType { name } types { ...FullType }  }} fragment FullType on __Type { kind name description fields(includeDeprecated: false) { name description args { ...InputValue } type { ...TypeRef } } inputFields { ...InputValue } interfaces { ...TypeRef } enumValues(includeDeprecated: false) { name description } possibleTypes { ...TypeRef }} fragment InputValue on __InputValue { name description type { ...TypeRef } defaultValue} fragment TypeRef on __Type { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name } } } } } } }}""}",0,10,0,2,112,0,good
POST,/v3/graphiql,"{""operationName"":""IntrospectionQuery"",""variables"":{},""query"":""query IntrospectionQuery { __schema { queryType { name } mutationType { name } types { ...FullType }  }} fragment FullType on __Type { kind name description fields(includeDeprecated: false) { name description args { ...InputValue } type { ...TypeRef } } inputFields { ...InputValue } interfaces { ...TypeRef } enumValues(includeDeprecated: false) { name description } possibleTypes { ...TypeRef }} fragment InputValue on __InputValue { name description type { ...TypeRef } defaultValue} fragment TypeRef on __Type { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name } } } } } } }}""}",0,10,0,2,112,0,good
POST,/api/graphiql,"{""operationName"":""IntrospectionQuery"",""variables"":{},""query"":""query IntrospectionQuery { __schema { queryType { name } mutationType { name } types { ...FullType }  }} fragment FullType on __Type { kind name description fields(includeDeprecated: false) { name description args { ...InputValue } type { ...TypeRef } } inputFields { ...InputValue } interfaces { ...TypeRef } enumValues(includeDeprecated: false) { name description } possibleTypes { ...TypeRef }} fragment InputValue on __InputValue { name description type { ...TypeRef } defaultValue} fragment TypeRef on __Type { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name } } } } } } }}""}",0,10,0,2,112,0,good
POST,/console,"{""operationName"":""IntrospectionQuery"",""variables"":{},""query"":""query IntrospectionQuery { __schema { queryType { name } mutationType { name } types { ...FullType }  }} fragment FullType on __Type { kind name description fields(includeDeprecated: false) { name description args { ...InputValue } type { ...TypeRef } } inputFields { ...InputValue } interfaces { ...TypeRef } enumValues(includeDeprecated: false) { name description } possibleTypes { ...TypeRef }} fragment InputValue on __InputValue { name description type { ...TypeRef } defaultValue} fragment TypeRef on __Type { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name } } } } } } }}""}",0,10,0,2,112,0,good
POST,/playground,"{""operationName"":""IntrospectionQuery"",""variables"":{},""query"":""query IntrospectionQuery { __schema { queryType { name } mutationType { name } types { ...FullType }  }} fragment FullType on __Type { kind name description fields(includeDeprecated: false) { name description args { ...InputValue } type { ...TypeRef } } inputFields { ...InputValue } interfaces { ...TypeRef } enumValues(includeDeprecated: false) { name description } possibleTypes { ...TypeRef }} fragment InputValue on __InputValue { name description type { ...TypeRef } defaultValue} fragment TypeRef on __Type { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name } } } } } } }}""}",0,10,0,2,112,0,good
POST,/api/graphql,"{""operationName"":""IntrospectionQuery"",""variables"":{},""query"":""query IntrospectionQuery { __schema { queryType { name } mutationType { name } types { ...FullType }  }} fragment FullType on __Type { kind name description fields(includeDeprecated: false) { name description args { ...InputValue } type { ...TypeRef } } inputFields { ...InputValue } interfaces { ...TypeRef } enumValues(includeDeprecated: false) { name description } possibleTypes { ...TypeRef }} fragment InputValue on __InputValue { name description type { ...TypeRef } defaultValue} fragment TypeRef on __Type { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name } } } } } } }}""}",0,10,0,2,112,0,good
GET,/robots.txt,,0,0,0,0,0,0,good
GET,/,,0,0,0,0,0,0,good
POST,/v2/graphiql,"{""operationName"":""IntrospectionQuery"",""variables"":{},""query"":""query IntrospectionQuery { __schema { queryType { name } mutationType { name } types { ...FullType }  }} fragment FullType on __Type { kind name description fields(includeDeprecated: false) { name description args { ...InputValue } type { ...TypeRef } } inputFields { ...InputValue } interfaces { ...TypeRef } enumValues(includeDeprecated: false) { name description } possibleTypes { ...TypeRef }} fragment InputValue on __InputValue { name description type { ...TypeRef } defaultValue} fragment TypeRef on __Type { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name ofType { kind name } } } } } } }}""}",0,10,0,2,112,0,good
GET,/sitemap.xml,,0,0,0,0,0,0,good
GET,/rzhak8vap0ln.php,,0,0,0,0,0,0,good
GET,/,,0,0,0,0,0,0,good
GET,/Templates/main_dynamic_template.dwt.php,,0,0,0,0,0,0,good
GET,/sitemap.xml.gz,,0,0,0,0,0,0,good
GET,/signup.php,,0,0,0,0,0,0,good
GET,/Templates/gfQx15NPWfAL.php,,0,0,0,0,0,0,good
GET,/Templates/DLNOQWtnbcHP.php,,0,0,0,0,0,0,good
GET,/showimage.php,,0,0,0,0,0,0,good
GET,/ZwgkIwzqPzwv.php,,0,0,0,0,0,0,good
GET,/l7XcrgpSskR7.php,,0,0,0,0,0,0,good
POST,/search.php?test=query,goButton=go&searchFor=the,0,0,0,0,0,0,good
GET,/search.php,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/,,0,0,0,0,0,0,good
GET,/cart.php,,0,0,0,0,0,0,good
GET,/artists.php,,0,0,0,0,0,0,good
GET,/cart.php,,0,0,0,0,0,0,good
GET,/disclaimer.php,,0,0,0,0,0,0,good
GET,/Flash/,,0,0,0,0,0,0,good
GET,/Flash/y3h7y2u8gw9u,,0,0,0,0,0,0,good
GET,/Flash/y3h7y2u8gw9u.php,,0,0,0,0,0,0,good
GET,/Flash/y3h7y2u8gw9u.html,,0,0,0,0,0,0,good
GET,/Flash/y3h7y2u8gw9u.jsp,,0,0,0,0,0,0,good
GET,/images/,,0,0,0,0,0,0,good
GET,/images/,,0,0,0,0,0,0,good
GET,/index.php,,0,0,0,0,0,0,good
GET,/index.php,,0,0,0,0,0,0,good
GET,/guestbook.php,,0,0,0,0,0,0,good
GET,/login.php,,0,0,0,0,0,0,good
GET,/privacy.php,,0,0,0,0,0,0,good
GET,/guestbook.php,,0,0,0,0,0,0,good
GET,/privacy.php,,0,0,0,0,0,0,good
GET,/Templates/,,0,0,0,0,0,0,good
GET,/sendcommand.php,,0,0,0,0,0,0,good
GET,/userinfo.php,,0,0,0,0,0,0,good
GET,/categories.php,,0,0,0,0,0,0,good
GET,/categories.php,,0,0,0,0,0,0,good
GET,/Templates/ooffmvbc0scv.jsp,,0,0,0,0,0,0,good
GET,/Templates,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/,,0,0,0,0,0,0,good
GET,/listproducts.php?cat=1,,0,0,0,0,0,0,good
GET,/artists.php,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/Details/color-printer,,0,0,0,0,0,0,good
GET,/Flash,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/fnmuuj7t2svg,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/fnmuuj7t2svg.php,,0,0,0,0,0,0,good
GET,/product.php,,0,0,0,0,0,0,good
GET,/cart.php,,0,0,0,0,0,0,good
GET,/categories.php,,0,0,0,0,0,0,good
GET,/disclaimer.php,,0,0,0,0,0,0,good
GET,/hpp/,,0,0,0,0,0,0,good
GET,/hpp/x0fosvibn3w0.html,,0,0,0,0,0,0,good
GET,/hpp/x0fosvibn3w0.jsp,,0,0,0,0,0,0,good
GET,/hpp,,0,0,0,0,0,0,good
GET,/login.php,,0,0,0,0,0,0,good
GET,/images/,,0,0,0,0,0,0,good
GET,/AJAX/,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/Details/network-attached-storage-dlink/1/,,0,0,0,0,0,0,good
GET,/Templates/main_dynamic_template.dwt.php,,0,0,0,0,0,0,good
POST,/search.php?test=query,goButton=go&searchFor=,0,0,0,0,0,0,good
GET,/AJAX/index.php,,0,0,0,0,0,0,good
GET,/login.php,,0,0,0,0,0,0,good
POST,/userinfo.php,pass=u]H[ww6KrA9F.x-F&uname=WymSkPhN,0,0,0,0,0,0,good
POST,/guestbook.php,name=anonymous%20user&submit=add%20message&text=555,0,0,0,0,2,0,good
GET,/AJAX/,,0,0,0,0,0,0,good
GET,/AJAX/1o4vy0a2oq58,,0,0,0,0,0,0,good
GET,/Templates/ooffmvbc0scv,,0,0,0,0,0,0,good
GET,/Templates/ooffmvbc0scv.php,,0,0,0,0,0,0,good
GET,/signup.php,,0,0,0,0,0,0,good
POST,/search.php?test=query,"------WebKitFormBoundary6JAZjVWi6rvhOXvy
Content-Disposition: form-data; name=""searchFor""

the
------WebKitFormBoundary6JAZjVWi6rvhOXvy--
",0,2,7,0,2,0,good
GET,/Mod_Rewrite_Shop/Details/web-camera-a4tech/,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/Details/color-printer/,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/Details/color-printer/iezhf7jgkb1c.php,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/Details/color-printer/iezhf7jgkb1c.jsp,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/fnmuuj7t2svg.jsp,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/Details/color-printer/3/,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/Details/web-camera-a4tech/2/,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/Details/web-camera-a4tech/2/jbs7ghdkwrat,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/Details/web-camera-a4tech/2/jbs7ghdkwrat.html,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/Details/color-printer/3/,,0,0,0,0,0,0,good
GET,/hpp/,,0,0,0,0,0,0,good
GET,/images/c65aczeaaumm.php,,0,0,0,0,0,0,good
GET,/images/c65aczeaaumm.html,,0,0,0,0,0,0,good
GET,/images/c65aczeaaumm.jsp,,0,0,0,0,0,0,good
GET,/index.php,,0,0,0,0,0,0,good
POST,/userinfo.php,"------WebKitFormBoundary5UQ2t4qwgOd2BYdi
Content-Disposition: form-data; name=""uname""

WymSkPhN
------WebKitFormBoundary5UQ2t4qwgOd2BYdi
Content-Disposition: form-data; name=""pass""

u]H[ww6KrA9F.x-F
------WebKitFormBoundary5UQ2t4qwgOd2BYdi--
",0,4,10,0,4,0,good
GET,/Mod_Rewrite_Shop/Details/network-attached-storage-dlink/,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/,,0,0,0,0,0,0,good
GET,/Flash/add.swf,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/Details/network-attached-storage-dlink/1/,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/Details/network-attached-storage-dlink/1/b1y6a5fon9ae,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/Details/network-attached-storage-dlink/1/b1y6a5fon9ae.html,,0,0,0,0,0,0,good
GET,/AJAX/1o4vy0a2oq58.html,,0,0,0,0,0,0,good
GET,/artists.php?artist=1,,0,0,0,0,0,0,good
GET,/product.php?pic=2,,0,0,0,0,0,0,good
GET,/userinfo.php,,0,0,0,0,0,0,good
GET,/listproducts.php?cat=3,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/Details/vsp88s3dc86i.php,,0,0,0,0,0,0,good
GET,/Mod_Rewrite_Shop/Details/vsp88s3dc86i.html,,0,0,0,0,0,0,good
GET,/listproducts.php?cat=2,,0,0,0,0,0,0,good
